symbol,name,group,subgroup,summary,reference_url,analysis_date
3663.TWO,鑫科,化學工業,濺鍍靶材,中鋼集團成員，生產貴金屬靶材與電子材料，應用於半導體、光電及記錄媒體。,http://www.thinfilm.com.tw/,2026-05-11
3664.TWO,安瑞-KY,通訊網路,網路安全,提供應用交付控制 (ADC) 及雲端安全防護方案，深耕印度與美洲市場。,http://www.arraynetworks.com/,2026-05-11
3665.TW,貿聯-KY,電子零組件,高速連接,全球連接方案領導者，產品涵蓋特斯拉車用線束、伺服器高速線及半導體設備。,https://www.bizlinktech.com/,2026-05-11
3666.TWO,光耀,光電業,光學增亮膜,專業中小尺寸液晶面板增亮膜商，產品主要應用於手機、平板及筆電。,http://www.optoma.com.tw/,2026-05-11
3669.TW,圓展,通訊網路,視訊會議,專注於企業級視訊會議系統、智慧教室教學攝影機及 AI 影像追蹤技術。,https://www.aver.com/tw,2026-05-11
3672.TWO,康聯訊,通訊網路,光纖接入,專業光纖通訊設備商，提供光纖交換機與用戶端設備，深耕北歐與日本市場。,http://www.ctcu.com.tw/,2026-05-11
3673.TW,TPK-KY,光電業,觸控模組,觸控技術先驅，提供大尺寸顯示觸控、奈米銀線技術及 3D 列印整合服務。,https://www.tpk.com/,2026-05-11
3675.TWO,德微,半導體,整流二極體,達爾 (Diodes) 集團成員，轉型高階車用、工控二極體及 SiC 功率元件封測。,http://www.eris.com.tw/,2026-05-11
3679.TW,新至陞,電子零組件,塑膠射出,專業雙色塑膠射出成型廠商，產品應用於高階耳機、電子菸與車載機構件。,http://www.synmosa.com.tw/,2026-05-11
3680.TWO,家登,半導體,載具設備,全球 EUV Pod (極紫外光光罩傳送盒) 領導商，為台積電先進製程重要夥伴。,https://www.gudeng.com/,2026-05-11
3684.TWO,榮昌,通訊網路,射頻天線,提供高階微波/毫米波天線及整合式網通戶外機箱，應用於 5G 及智慧電表。,http://www.grandtec.com.tw/,2026-05-11
3685.TWO,元創精密,車用零件,金屬沖壓,專業車身結構沖壓件與塑膠零件製造商，主要客戶為兩岸一線車廠。,http://www.u-m.com.tw/,2026-05-11
3686.TW,達能,綠能,太陽能,原矽晶圓製造商，目前轉型發展太陽能電站開發與能源管理相關業務實。,http://www.danotech.com.tw/,2026-05-11
3687.TWO,歐買尬,資訊服務,遊戲與支付,經營線上遊戲代理，並轉投資歐付寶、綠界科技，深耕數位支付與電子商務領域。,https://www.omg.com.tw/,2026-05-11
3689.TWO,湧德,電子零組件,連接器,專業整合型 RJ45 連接器廠，產品應用於網通設備、資料中心及高階伺服器。,http://www.udlsol.com/,2026-05-11
3691.TWO,碩禾,綠能,導電漿料,全球太陽能導電漿領導商，受惠於 N 型電池（TOPCon）導電漿需求增長。,http://www.giga-solar.com/,2026-05-11
3693.TWO,營邦,電腦週邊,伺服器機殼,專業雲端儲存與伺服器機殼供應商，提供 AI 伺服器整機設計與液冷散熱方案。,https://www.aicipc.com/,2026-05-11
3694.TW,海華,通訊網路,無線模組,專業無線通訊模組（WiFi/BT/IoT）商，產品廣泛應用於家電、NB 及工控。,http://www.azurewave.com/,2026-05-11
3701.TW,大眾控,電腦週邊,工業電腦,提供車用電子（HUD 抬頭顯示器）、工業電腦及電子代工（EMS）整合服務。,http://www.fic.com.tw/,2026-05-11
3702.TW,大聯大,電子通路,半導體通路,全球領先的半導體零組件通路商，旗下包含世平、品佳、詮鼎等指標型通路。,https://www.wpgholdings.com/,2026-05-11
3703.TW,欣陸,工程營造,土木建築,旗下擁有大陸工程、大陸建設及欣達環工，涵蓋大型公建、住宅開發及環保工程。,https://www.continental-holdings.com/,2026-05-11
3704.TW,合勤控,通訊網路,網通設備,旗下包含合勤科技（Zyxel）及兆勤，專注於寬頻接取、網安及 WiFi 解決方案。,https://www.unizyx.com/,2026-05-11
3705.TW,永信,生技醫療,製藥,國內學名藥領導商，產品線完整，並積極布局原料藥、動物藥及跨國製藥市場。,https://www.ysp.com.tw/,2026-05-11
3706.TW,神達,電腦週邊,伺服器,提供雲端運算伺服器（旗下神雲）、車用電子（Mio）及智慧城市物聯網方案。,https://www.mitac.com/,2026-05-11
3707.TWO,漢磊,半導體,晶圓代工,專注於化合物半導體（SiC/GaN）晶圓代工，為電動車與綠能電源管理之核心。,http://www.episil.com/,2026-05-11
3708.TW,上緯投控,綠能,風電材料,專業風力發電葉片用樹脂製造商，致力於可回收熱固材料及環保碳纖應用。,http://www.swancor.com/,2026-05-11
3709.TWO,鑫聯大投控,電子通路,軟硬體分銷,旗下聯強國際代理各品牌電腦零組件、資訊產品及商用軟體，深耕通路市場。,http://www.unimaster.com.tw/,2026-05-11
3710.TWO,連展投控,電子零組件,連接器,經營連接器、光電及無線通訊零件，並擴展至農業生技與智慧醫療領域。,http://www.acon.com.tw/,2026-05-11
3711.TW,日月光投控,半導體,封裝測試,全球半導體封測龍頭，提供先進封裝（FOCoS/SiP）及電子代工（EMS，旗下環旭）。,https://www.aseglobal.com/,2026-05-11
3712.TW,永崴投控,綠能,能源管理,旗下包含森崴能源，專注於離岸風電工程、太陽能、水力發電及售電業務。,http://www.powerwind.com.tw/,2026-05-11
3713.TWO,新晶投控,綠能,太陽能電站,專業太陽能系統整合商，從事電站投資營運、維護管理及綠電交易。,http://www.sunrising.com.tw/,2026-05-11
3714.TW,富采,光電業,LED 製造,晶電與隆達合併而成，專注於 Mini/Micro LED、感測及化合物半導體。,https://www.ennostar.com/,2026-05-11
3715.TW,定穎投控,電子零組件,PCB,專業高階印刷電路板廠，轉向車用 PCB 領域，受惠於電動車與自動駕駛需求。,http://www.dynamicpcb.com/,2026-05-11
3716.TW,中化控股,生技醫療,醫藥通路,整合中化製藥與通路，涵蓋人用藥品、保健食品、醫美產品及長照服務。,http://www.ccpc.com.tw/,2026-05-11
3717.TW,聯嘉投控,車用零件,車用 LED,專業 LED 車燈模組供應商，為特斯拉及多家美系車廠之關鍵供應鏈夥伴。,http://www.eoilighting.com/,2026-05-11
4102.TWO,永日,生技醫療,原料藥,永信集團旗下，生產消炎藥、心血管用藥等活性醫藥成份 (API)，深耕歐美市場。,http://www.yungzip.com.tw/,2026-05-11
4104.TW,佳醫,生技醫療,醫療通路,專業醫療耗材通路商，深耕血液透析（洗腎）、醫美、牙科設備及物流服務。,http://www.excelsior.com.tw/,2026-05-11
4105.TWO,東洋,生技醫療,特殊製藥,專注於微脂體、微球等高技術門檻藥品開發，產品涵蓋癌症、抗感染用藥。,http://www.tty.com.tw/,2026-05-11
4106.TW,雃博,生技醫療,醫療器材,經營自有品牌「Wellell」，專注於氣墊床、呼吸治療器等傷口照護解決方案。,https://www.wellell.com/tw,2026-05-11
4107.TWO,邦特,生技醫療,醫療耗材,專業血管內治療耗材廠，主要產品為血液透析迴路管、軟袋及外科引流管。,http://www.bioteq.com.tw/,2026-05-11
4108.TW,懷特,生技醫療,植物藥,致力於研發處方植物新藥，代表作為「懷特血寶」，用於改善癌症病患疲勞。,http://www.pharmaengine.com.tw/,2026-05-11
4109.TWO,加捷生醫,生技醫療,保健食品,專注於綠蜂膠、蜂王乳等天然保健食品開發，並提供機能性飲品。,http://www.bios-green.com.tw/,2026-05-11
4111.TWO,濟生,生技醫療,洗腎藥水,專業生理食鹽水及洗腎液製造商，產品涵蓋大容量注射劑與洗腎用藥。,http://www.cisen.com.tw/,2026-05-11
4113.TWO,聯上,工程營造,房地產開發,聯上集團旗下營建公司，專注於南台灣精品住宅與商業辦公大樓之開發。,http://www.len-sun.com.tw/,2026-05-11
4114.TWO,健喬,生技醫療,製藥與通路,透過併購策略建構完整劑型平台，專注於呼吸道、泌尿道及賀爾蒙藥品。,http://www.synmosa.com.tw/,2026-05-11
4116.TWO,明基醫,生技醫療,醫療設備,佳世達集團旗下，提供智慧手術室解決方案、超音波設備及牙科數位耗材。,https://www.benqmedicaltech.com/,2026-05-11
4119.TW,旭富,生技醫療,原料藥,國內 API 大廠，全球抗癲癇藥、憂鬱症藥及帕金森氏症藥品關鍵供應商。,http://www.sci-pharm.com.tw/,2026-05-11
4120.TWO,友華,生技醫療,醫藥行銷,代理全球新藥、保健食品及嬰幼兒奶粉（卡洛塔妮），並具備自有研發能力。,http://www.oep.com.tw/,2026-05-11
4121.TWO,優盛,生技醫療,醫療器材,經營「Rossmax」品牌，生產血壓計、耳溫槍及噴霧器，並跨足藥局通路。,http://www.rossmax.com/,2026-05-11
4123.TWO,晟德,生技醫療,投控與製藥,生技工業銀行定位，投資多家生技新藥公司，其核心事業為小兒水劑藥品。,http://www.centerlab.com.tw/,2026-05-11
4126.TWO,太醫,生技醫療,醫療耗材,專業密閉式抽痰管及醫療用氣體工程設備商，深耕高階拋棄式醫療耗材。,http://www.pahsco.com.tw/,2026-05-11
4127.TWO,天良,生技醫療,醫藥通路,提供成藥代理、品牌藥品分銷及電視購物保健產品推廣服務。,http://www.tianli.com.tw/,2026-05-11
4128.TWO,中天,生技醫療,新藥與通路,專注於生技新藥研發、保健食品（化療漾），並投資子公司合一、泉盛。,http://www.microbio.com.tw/,2026-05-11
4129.TWO,聯合,生技醫療,骨科植入物,亞洲首家通過美歐認證的人工關節製造商，專注於人工髖關節與膝關節開發。,http://www.unitedorthopedic.com/,2026-05-11
4130.TWO,健亞,生技醫療,新藥開發,專注於開發具市場利基的專利新藥與改良型新藥 (505b2)，涵蓋中樞神經系統。,http://www.genovate.com/,2026-05-11
4131.TWO,浩泰,生技醫療,生技投資,轉型經營生技相關業務，並投資具潛力之生物科技與醫療器材事業。,http://www.haotai.com.tw/,2026-05-11
4133.TW,亞諾法,生技醫療,抗體研發,全球最大的抗體生產商之一，提供科研用抗體、蛋白及各式生物檢測套組。,http://www.abnova.com/,2026-05-11
4137.TW,麗豐-KY,生技醫療,醫美護膚,經營「克麗緹娜」品牌，為亞洲連鎖美容沙龍龍頭，結合護膚產品開發與通路。,http://www.chlitina.com/,2026-05-11
4138.TWO,曜亞,生技醫療,醫美設備,佳醫集團旗下，代理全球頂尖醫美雷射儀器及針劑產品，深耕連鎖醫美診所。,http://www.dmkt.com.tw/,2026-05-11
4139.TWO,馬光-KY,生技醫療,中醫連鎖,經營新加坡及中國大陸的中醫連鎖門診，提供專業中醫診療與健康管理服務。,http://www.makuang.com.tw/,2026-05-11
4142.TW,國光生,生技醫療,疫苗製造,台灣唯一通過歐美認證的疫苗大廠，專注於流感疫苗、腸病毒疫苗及生物藥代工。,http://www.adimmune.com.tw/,2026-05-11
4147.TWO,中裕,生技醫療,愛滋新藥,專注於愛滋病長效抗體藥物 (Trogarzo) 之開發與全球授權，由何大一博士指導。,http://www.taiwanbiotech.com.tw/,2026-05-11
4148.TW,全宇生技-KY,生技醫療,生物肥料,專注於生物有機複合肥料研發，主要應用於馬來西亞及東南亞的油棕種植園。,http://www.allcosmos.com/,2026-05-11
4153.TWO,鈺緯,生技醫療,醫療顯示器,專業醫療影像顯示設備商，產品應用於放射、手術室及內視鏡等高階醫療場景。,http://www.divalabs.com/,2026-05-11
4154.TWO,樂威科-KY,生技醫療,生技新藥,致力於抗癌與抗病毒新藥研發，並積極開發具差異化競爭優勢的醫藥產品。,http://www.levico.com.tw/,2026-05-11
4155.TW,訊映,生技醫療,血糖監測,經營「OK Biotech」品牌，生產血糖測試儀及試片，外銷市場遍布全球。,http://www.okbiotech.com/,2026-05-11
4157.TWO,太景*-KY,生技醫療,新藥研發,專注於抗感染、抗腫瘤新藥開發，代表作為抗生素新藥「太捷信」(奈諾沙星)。,http://www.taigenbiotech.com.tw/,2026-05-11
4160.TWO,訊聯基因,生技醫療,基因檢測,訊聯集團旗下，專注於精準醫療、預防醫學及各類臨床基因與罕見疾病檢測。,https://www.ggene.com.tw/,2026-05-11
4161.TWO,聿新科,生技醫療,居家檢測,專注於多功能血糖計 (血糖/膽固醇/尿酸) 開發，並跨足天然保養材料業務。,http://www.bioptik.com.tw/,2026-05-11
4162.TWO,智擎,生技醫療,癌症新藥,採「虛擬研發」模式，代表作為胰臟癌新藥「安能得」(ONIVYDE)，具全球授權。,http://www.pharmaengine.com.tw/,2026-05-11
4163.TWO,鐿鈦,生技醫療,醫療手術器械,專業高階醫療手術用器械製造商，為嬌生 (J&J) 腹腔鏡微創手術零件之供應商。,http://www.intech-tw.com/,2026-05-11
4164.TW,承業醫,生技醫療,醫療設備租賃,專業放射腫瘤與影像醫學設備代理商，提供醫院大型醫療設備租賃與維保服務。,http://www.excelsior-medical.com.tw/,2026-05-11
4166.TWO,友霖,生技醫療,特殊劑型,友華集團旗下，具備專業藥廠與多元劑型平台，專注於中樞神經及罕見疾病藥物。,http://www.orientpharma.com/,2026-05-11
4167.TWO,松瑞藥,生技醫療,培南類抗生素,全球領先的培南類 (Carbapenem) 抗生素原料藥及製劑廠，深耕美、日市場。,http://www.scino-pharm.com.tw/,2026-05-11
4168.TWO,醣聯,生技醫療,醣抗體開發,專注於醣抗體開發平台，進行抗癌藥物與高價值生物相似藥 (Biosimilars) 研發。,http://www.glyconex.com.tw/,2026-05-11
4169.TW,泰宗,生技醫療,醫藥行銷與研發,具備豐富的醫藥通路行銷經驗，並開發植物新藥及非入侵式疾病檢測產品。,http://www.t-zone.com.tw/,2026-05-11
4171.TWO,瑞基,生技醫療,核酸檢測,以 POCKIT 品牌提供現場即時 PCR 檢測平台，應用於水產、畜產及寵物醫療。,http://www.rbiotech.com.tw/,2026-05-11
4173.TWO,久裕,生技醫療,醫藥物流,佳醫集團旗下，提供專業的醫藥分銷、第三方倉儲與冷鏈物流整合服務。,http://www.cych.com.tw/,2026-05-11
4174.TWO,浩鼎,生技醫療,主動免疫療法,專注於「Globo H」抗原平台之新藥開發，致力於廣譜抗癌免疫療法研究。,http://www.obiopharma.com/,2026-05-11
4175.TWO,杏一,生技醫療,醫療零售通路,國內醫療用品連鎖通路龍頭，據點遍布醫院院內與院區周邊，深耕銀髮長照。,http://www.medfirst.com.tw/,2026-05-11
4178.TW,永笙-KY,生技醫療,幹細胞庫,提供專業臍帶血及幹細胞儲存、檢測，並研發幹細胞治療與免疫細胞療法。,http://www.stemcyte.com.tw/,2026-05-11
4183.TWO,福永生技,生技醫療,血糖監測,專業居家醫療電子產品製造商，提供血糖儀、血壓計等 ODM/OEM 服務。,http://www.foracare.com.tw/,2026-05-11
4188.TWO,安克,生技醫療,AI 影像診斷,專注於超音波電腦輔助診斷 (CAD) 軟體，提供甲狀腺腫瘤與睡眠呼吸偵測。,http://www.amcad.com.tw/,2026-05-11
4190.TW,佐登-KY,生技醫療,醫美保養,經營「佐登妮絲」美容通路，結合生產基地與觀光園區，打造美妝保養生態系。,http://www.jourdeness.com.tw/,2026-05-11
4192.TWO,杏國,生技醫療,新藥研發,杏輝集團旗下，致力於抗癌與眼科新藥開發，代表作為 SB05PC 胰臟癌藥物。,http://www.syncorepharma.com/,2026-05-11
4198.TWO,欣大健康,生技醫療,生技器材,轉型經營生技器材分銷及醫療管理諮詢，提供醫療機構整合型服務。,http://www.shindabiotec.com/,2026-05-11
4205.TWO,中華食,食品工業,豆腐製造,國內豆腐市場領導品牌「中華豆腐」，產品包含各類豆製品、甜點與冷凍食品。,http://www.taiwan-ch.com.tw/,2026-05-11
4207.TWO,環泰,食品工業,澱粉糖類,專業液態葡萄糖、麥芽糖及果糖製造商，供應食品加工與飲料工業之原料。,http://www.htsugar.com.tw/,2026-05-11
4303.TWO,信立,化學工業,合成皮,專業環保型聚氨酯 (PU) 合成皮製造商，產品應用於運動鞋、家具與皮製品。,http://www.shinkong-pu.com.tw/,2026-05-11
4304.TWO,勝昱,化學工業,塗層材料,從事精密塗佈與膠膜加工，產品應用於光學背板、保護膜及特種膠帶。,http://www.sunyutec.com.tw/,2026-05-11
4305.TWO,世坤,化學工業,塑膠製品,專業 PVC 硬質板、膠布及各式包裝材料生產，供應工業與建築裝飾領域。,http://www.skpc.com.tw/,2026-05-11
4306.TW,炎洲,化學工業,膠帶與包裝,全球膠帶大廠，產品涵蓋 OPP 膠帶、工業膠帶，並跨足地產開發與旅館業。,https://www.yanzhou.com.tw/,2026-05-11
4401.TWO,東隆興,紡織纖維,尼龍加工絲,專業尼龍 66 加工絲供應商，專注於運動服、內衣及機能性織物之紗線開發。,http://www.tlf.com.tw/,2026-05-11
4402.TWO,郡都開發,營建工程,住宅開發,由傳統紡織轉型，現專注於高雄等南部地區的房地產開發與建案銷售。,http://www.chundu.com.tw/,2026-05-11
4406.TWO,新昕纖,紡織纖維,聚酯加工絲,生產聚酯加工絲及機能性纖維，產品應用於運動服飾及家用織物。,http://www.hsinko.com.tw/,2026-05-11
4413.TWO,飛寶企業,紡織纖維,成衣貿易,從事成衣貿易與品牌代理，主要供應歐美市場休閒與運動服飾。,http://www.fibest.com.tw/,2026-05-11
4414.TW,如興,紡織纖維,牛仔褲製造,全球知名牛仔褲 OEM/ODM 大廠，透過併購擴大規模，供應全球各大流行品牌。,http://www.rooch.com/,2026-05-11
4416.TWO,三圓,營建工程,都市更新,專注於台北市精華地段的大型都市更新與豪宅建案開發。,http://www.sanyuan.com.tw/,2026-05-11
4417.TWO,金洲,其他,漁網製造,全球最大漁網生產商之一，產品涵蓋各類圍網、陸用防護網及體育用網。,http://www.king-net.com/,2026-05-11
4419.TWO,皇家美食,觀光餐飲,連鎖餐飲,經營「漢堡王」在台連鎖業務及各類中西式餐飲品牌。,http://www.royalcuisine.com.tw/,2026-05-11
4420.TWO,光明,紡織纖維,加工絲,專業聚酯加工絲廠，提供差異化、機能性紗線，並投入資產開發與物業管理。,http://www.km-textile.com.tw/,2026-05-11
4426.TW,利勤,紡織纖維,3D 織物,專業 3D 織物 (Spacer Fabrics) 生產商，產品廣泛應用於全球知名球鞋與內衣。,http://www.lichiang.com.tw/,2026-05-11
4430.TWO,耀億,紡織纖維,複合纖維,生產長纖、短纖及特種工業纖維，產品應用於汽車內裝、環保耗材。,http://www.yaoi.com.tw/,2026-05-11
4432.TWO,銘旺實,紡織纖維,運動成衣,專業運動與休閒成衣代工商，主要客戶為歐美知名品牌與通路商。,http://www.mw.com.tw/,2026-05-11
4433.TWO,興采,紡織纖維,環保機能布,獨創 S.Café 咖啡紗技術，專注於環保休閒與運動機能性面料研發。,http://www.singtex.com/,2026-05-11
4438.TW,廣越,紡織纖維,羽絨服製造,全球羽絨服與機能服代工龍頭，為 The North Face、Nike、Adidas 等指定供應商。,http://www.grand-ocean.com.tw/,2026-05-11
4439.TW,冠星-KY,紡織纖維,針織布,專業針織布製造商，深耕柬埔寨、越南基地，為 Gap、Adidas 關鍵面料商。,http://www.top-star.com.tw/,2026-05-11
4440.TW,宜新實業,紡織纖維,彈性包覆紗,專注於高階彈性包覆紗及機能性環保紗線，應用於運動服及醫療用布。,http://www.e-shing.com.tw/,2026-05-11
4441.TW,振大環球,紡織纖維,成衣代工,提供成衣設計與製造服務，主要生產基地分佈於馬達加斯加與越南。,http://www.jen-tech.com.tw/,2026-05-11
4442.TWO,竣邦-KY,紡織纖維,機能布研發,專注於機能性面料的設計研發與資源整合，提供品牌客戶一站式供應鏈方案。,http://www.jb-tex.com.tw/,2026-05-11
4502.TWO,健信,電子零組件,輪圈製造,原為鋁合金輪圈大廠，現跨足汽車電子與新能源車相關零組件。,http://www.prowill.com.tw/,2026-05-11
4503.TWO,金雨,電機機械,自動販賣機,專業自動販賣機製造商，並擴展至儲能系統機櫃與 AI 伺服器機構件加工。,http://www.konyu.com.tw/,2026-05-11
4506.TWO,崇友,電機機械,電梯製造,國內電梯龍頭企業，擁有「中芝」品牌，涵蓋高速電梯及維修保養業務。,http://www.gfc.com.tw/,2026-05-11
4510.TWO,高鋒,電機機械,工具機,專業加工中心機製造商，產品應用於汽車、模具、航太及精密機械產業。,http://www.kaofoong.com.tw/,2026-05-11
4513.TWO,福裕,電機機械,磨床設備,台灣磨床領導品牌，產品包含磨床、車床及加工中心，近年跨足房地產開發。,http://www.chevalier.com.tw/,2026-05-11
4523.TWO,永彰,電機機械,車用空調,專業汽車空調與熱傳導系統供應商，並跨足儲能系統 (BMS) 與能源管理。,http://www.everready.com.tw/,2026-05-11
4526.TW,東台,電機機械,工具機與自動化,東台精機為工具機大廠，提供汽車、電子、航太業之自動化產線與加工設備。,http://www.tongtai.com.tw/,2026-05-11
4527.TWO,方土霖,電機機械,冷凍設備,專業中央空調系統及冷凍設備商，產品應用於工業降溫及大型建築空調。,http://www.king-sun.com.tw/,2026-05-11
4528.TWO,江興鍛,汽車零件,鍛造件,專業汽車傳動系統鍛造件供應商，主要客戶涵蓋國內外知名車系。,http://www.chiang-hsing.com.tw/,2026-05-11
4529.TWO,淳紳,其他,電動車開發,專注於電動車研發、設計與技術轉讓，致力於打造自有品牌新能源汽車。,http://www.thunderpower.com.tw/,2026-05-11
4530.TWO,宏易,其他,觀光旅遊,由精密模具轉型，目前主要業務為觀光飯店管理及精緻餐飲服務。,http://www.horng-yih.com.tw/,2026-05-11
4532.TW,瑞智,電機機械,壓縮機,全球迴轉式壓縮機主要供應商，產品廣泛應用於空調、乾衣機及除濕機。,http://www.rechi.com/,2026-05-11
4533.TWO,協易機,電機機械,沖壓設備,全球中大型伺服沖床領先廠商，服務於汽車、家電及綠色能源產業。,http://www.seyi.com/,2026-05-11
4534.TWO,慶騰,電機機械,粉末冶金,專業粉末冶金零組件廠，產品應用於工具機、汽車傳動零件及家電設備。,http://www.ching-teng.com.tw/,2026-05-11
4535.TWO,至興,汽車零件,精沖件,專業精沖零件製造商，專注於汽車座椅調整器、碟剎盤及傳動零組件。,http://www.fineblanking.com.tw/,2026-05-11
4536.TW,拓凱,其他,複合材料,全球高階碳纖維複合材料產品龍頭，涵蓋網球拍、自行車及航太/醫療零件。,http://www.topkey.com.tw/,2026-05-11
4538.TWO,大詠城,電機機械,鑄件,專業工具機大型鑄件製造商，供應國內外中高階工具機之結構本體。,http://www.tayunghome.com.tw/,2026-05-11
4540.TW,全球傳動,電機機械,線性傳動,生產滾珠螺桿、線性滑軌等自動化核心零組件，服務於工業機器人與半導體。,http://www.tbimotion.com.tw/,2026-05-11
4541.TWO,晟田,航太業,航太零件,專業航太發動機及起落架零件商，亦提供半導體真空設備加工服務。,http://www.magnate.com.tw/,2026-05-11
4542.TWO,科嶠,其他,烘烤設備,專業 PCB 與光電烘烤乾製程設備商，受惠於載板與半導體封裝擴產需求。,http://www.compeq.com.tw/,2026-05-11
4543.TWO,萬在,汽車零件,熱傳系統,專業汽車空調冷凝器、蒸發器製造商，積極布局電動車熱管理與充電樁散熱。,http://www.man-zai.com.tw/,2026-05-11
4545.TW,銘鈺,電子零組件,精密沖壓,提供硬碟音圈馬達 (VCM) 板片、微散熱件及自動化設備研發服務。,http://www.minyih.com.tw/,2026-05-11
4549.TWO,桓達,電機機械,感測器,專業物位、液位感測器製造商，產品廣泛應用於工業自動化及智慧糧倉。,http://www.fine-tek.com/,2026-05-11
4550.TWO,長佳,電機機械,機電工程,專業機電與空調工程承包商，並經營運動中心委外營運 (OT) 業務。,http://www.ccf.com.tw/,2026-05-11
4551.TW,智伸科,汽車零件,精密機械零件,專業精密金屬零件加工，應用於汽車缸內直噴、醫療器材及硬碟組件。,http://www.global-pm.com/,2026-05-11
4552.TW,力達-KY,電機機械,空氣壓縮機,全球空壓機主要製造商，產品涵蓋往復式、螺桿式及渦卷式空壓機。,http://www.aircompressor-ld.com/,2026-05-11
4554.TWO,橙的,汽車零件,TPMS,專注於無線胎壓偵測系統 (TPMS) 開發，深耕全球售後維修 (AM) 市場。,http://www.orange-electronic.com/,2026-05-11
4555.TW,氣立,電機機械,氣壓元件,經營「CHELIC」品牌，生產氣缸、電磁閥等氣動元件，服務自動化設備產業。,http://www.chelic.com/,2026-05-11
4556.TWO,旭然,其他,過濾設備,專業過濾系統商，提供工業用與半導體等級過濾耗材，應用於液體過濾。,http://www.filtrafine.com/,2026-05-11
4557.TW,永新-KY,汽車零件,剎車系統,亞太區剎車系統售後市場領導商，產品包含剎車總泵、分泵與卡鉗零件。,http://www.ysholding.com/,2026-05-11
4558.TWO,寶緯,電機機械,鋁擠型製品,專業鋁擠型設計製造，產品應用於工業機殼、建築鋁窗及半導體設備零件。,http://www.poway.com.tw/,2026-05-11
4560.TW,強信-KY,電機機械,縫紉機零件,全球工業縫紉機刀具及零件龍頭，產品應用於成衣、鞋類等紡織設備。,http://www.strongh.com.cn/,2026-05-11
4561.TWO,健椿,電機機械,精密主軸,專業精密主軸製造商，產品為 CNC 工具機、半導體與磨床之核心組件。,http://www.kenturn.com.tw/,2026-05-11
4562.TW,穎漢,電機機械,彎管機,專業彎管機械與自動化生產線供應商，服務於汽車、航太及家具產業。,http://www.ylm.com.tw/,2026-05-11
4563.TWO,百德,電機機械,工具機,專業五軸加工中心機製造商，產品定位高階，主要應用於航太與醫療領域。,http://www.quaser.com/,2026-05-11
4564.TW,元翎,其他,壓力容器,全球小鋼瓶 (奶油/汽水/安全氣囊用) 領導商，擁有精密冷鍛加工技術。,http://www.mosa.com.tw/,2026-05-11
4566.TW,時碩工業,汽車零件,精密機械零件,專注於汽車、航太及工業儀表零件加工，具備跨領域材料成型與量產能力。,http://www.shishuo.com/,2026-05-11
4568.TWO,科際精密,電機機械,微型泵閥,專業微型氣泵與電磁閥製造商，產品應用於醫療監測、汽車腰靠及家電。,http://www.koge.com/,2026-05-11
4569.TW,六方科-KY,電機機械,精密零件,專業精密金屬零件代工，涵蓋汽車、通訊及醫療，具備自動化生產規模。,http://www.sixmgroup.com/,2026-05-11
4571.TW,鈞興-KY,電機機械,精密齒輪,生產高精度齒輪、齒輪箱及電動工具齒輪組，應用於機器人及工業自動化。,http://www.khgears.com/,2026-05-11
4572.TW,駐龍,航太業,航太機身件,專業航太結構零件及組件製造商，為波音與空中巴士供應鏈成員。,http://www.drewloong.com.tw/,2026-05-11
4576.TW,大銀微系統,電機機械,線性馬達,上銀集團旗下，專注於線性馬達、精密運動控制元件及半導體設備組件。,http://www.hiwinmikro.tw/,2026-05-11
4577.TWO,達航科技,其他,PCB 鑽孔機,專業 PCB 機械鑽孔機設備商，並提供專業鑽孔代工與設備維修服務。,http://www.takt-tw.com/,2026-05-11
4580.TWO,捷流閥業,電機機械,工業閥門,專業蝶閥製造商，產品廣泛應用於石化、電子、能源及公共事業管路。,http://www.valuevalve.com/,2026-05-11
4581.TW,光隆精密-KY,汽車零件,商用車零件,專業商用車底盤及發動機零件加工，主要服務全球一線重型卡車品牌。,http://www.klmholding.com/,2026-05-11
4583.TW,台灣精銳,電機機械,減速機,全球精密行星減速機龍頭之一，並經營飯店業，產品應用於機器人手臂。,http://www.apexdyna.com/,2026-05-11
4584.TWO,君帆,電機機械,油壓缸,專業油氣壓缸及動力單元製造商，應用於輪胎機械、模具及基礎建設。,http://www.jf-fluid.com.tw/,2026-05-11
4585.TW,達明,電機機械,協作機器人,廣達集團旗下，全球協作型機器人領先品牌，以內建視覺系統為核心競爭力。,http://www.tm-robot.com/,2026-05-11
4588.TW,玖鼎電力,電機機械,智慧電表,專業智慧電表與電力監測設備商，受惠於台電電網更新與能源管理需求。,http://www.archmeter.com/,2026-05-11
4590.TW,富田-創,電機機械,電動車馬達,電動車驅動馬達核心供應商，長期與 Tesla 等國際車廠合作馬達研發。,http://www.fukuta-motor.com.tw/,2026-05-11
4609.TWO,唐鋒,家電,小家電,生產攪拌機、果汁機等廚房小家電，產品以外銷歐美市場為主。,http://www.tonfong.com.tw/,2026-05-11
4702.TWO,中美實,化學工業,染料化工,從事纖維染料及特用化學品生產，並轉型投資影視文化與生技事業。,http://www.union-chemical.com/,2026-05-11
4706.TWO,大恭,化學工業,顏料加工,專業有機顏料、色母及各式塑膠著色劑製造，應用於油漆及塑膠工業。,http://www.daikong.com.tw/,2026-05-11
