symbol,name,market,industry,llm_input
6462.TWO,神盾,上櫃,24,6462.TWO 神盾；市場：上櫃；官方產業別：24
6464.TW,台數科,上市,20,6464.TW 台數科；市場：上市；官方產業別：20
6465.TWO,威潤,上櫃,27,6465.TWO 威潤；市場：上櫃；官方產業別：27
6469.TWO,大樹,上櫃,22,6469.TWO 大樹；市場：上櫃；官方產業別：22
6470.TWO,宇智,上櫃,27,6470.TWO 宇智；市場：上櫃；官方產業別：27
6472.TW,保瑞,上市,22,6472.TW 保瑞；市場：上市；官方產業別：22
6474.TWO,華豫寧,上櫃,29,6474.TWO 華豫寧；市場：上櫃；官方產業別：29
6477.TW,安集,上市,26,6477.TW 安集；市場：上市；官方產業別：26
6482.TWO,弘煜科,上櫃,32,6482.TWO 弘煜科；市場：上櫃；官方產業別：32
6485.TWO,點序,上櫃,24,6485.TWO 點序；市場：上櫃；官方產業別：24
6486.TWO,互動,上櫃,27,6486.TWO 互動；市場：上櫃；官方產業別：27
6488.TWO,環球晶,上櫃,24,6488.TWO 環球晶；市場：上櫃；官方產業別：24
6491.TW,晶碩,上市,22,6491.TW 晶碩；市場：上市；官方產業別：22
6492.TWO,生華科,上櫃,22,6492.TWO 生華科；市場：上櫃；官方產業別：22
6494.TWO,九齊,上櫃,24,6494.TWO 九齊；市場：上櫃；官方產業別：24
6496.TWO,科懋,上櫃,22,6496.TWO 科懋；市場：上櫃；官方產業別：22
6498.TWO,久禾光,上櫃,26,6498.TWO 久禾光；市場：上櫃；官方產業別：26
6499.TWO,益安,上櫃,22,6499.TWO 益安；市場：上櫃；官方產業別：22
6504.TW,南六,上市,20,6504.TW 南六；市場：上市；官方產業別：20
6505.TW,台塑化,上市,23,6505.TW 台塑化；市場：上市；官方產業別：23
6506.TWO,雙邦,上櫃,4,6506.TWO 雙邦；市場：上櫃；官方產業別：4
6508.TWO,惠光,上櫃,33,6508.TWO 惠光；市場：上櫃；官方產業別：33
6509.TWO,聚和,上櫃,21,6509.TWO 聚和；市場：上櫃；官方產業別：21
6510.TWO,精測,上櫃,24,6510.TWO 精測；市場：上櫃；官方產業別：24
6512.TWO,啟發電,上櫃,31,6512.TWO 啟發電；市場：上櫃；官方產業別：31
6515.TW,穎崴,上市,24,6515.TW 穎崴；市場：上市；官方產業別：24
6516.TWO,勤崴國際,上櫃,30,6516.TWO 勤崴國際；市場：上櫃；官方產業別：30
6517.TWO,保勝光學,上櫃,26,6517.TWO 保勝光學；市場：上櫃；官方產業別：26
6523.TWO,達爾膚,上櫃,22,6523.TWO 達爾膚；市場：上櫃；官方產業別：22
6525.TW,捷敏-KY,上市,24,6525.TW 捷敏-KY；市場：上市；官方產業別：24
6526.TW,達發,上市,24,6526.TW 達發；市場：上市；官方產業別：24
6527.TWO,明達醫,上櫃,22,6527.TWO 明達醫；市場：上櫃；官方產業別：22
6530.TWO,創威,上櫃,27,6530.TWO 創威；市場：上櫃；官方產業別：27
6531.TW,愛普*,上市,24,6531.TW 愛普*；市場：上市；官方產業別：24
6532.TWO,瑞耘,上櫃,24,6532.TWO 瑞耘；市場：上櫃；官方產業別：24
6533.TW,晶心科,上市,24,6533.TW 晶心科；市場：上市；官方產業別：24
6534.TW,正瀚-創,上市,22,6534.TW 正瀚-創；市場：上市；官方產業別：22
6535.TWO,順藥,上櫃,22,6535.TWO 順藥；市場：上櫃；官方產業別：22
6538.TWO,倉和,上櫃,28,6538.TWO 倉和；市場：上櫃；官方產業別：28
6541.TW,泰福-KY,上市,22,6541.TW 泰福-KY；市場：上市；官方產業別：22
6542.TWO,隆中,上櫃,32,6542.TWO 隆中；市場：上櫃；官方產業別：32
6546.TWO,正基,上櫃,27,6546.TWO 正基；市場：上櫃；官方產業別：27
6547.TWO,高端疫苗,上櫃,22,6547.TWO 高端疫苗；市場：上櫃；官方產業別：22
6548.TWO,長科*,上櫃,24,6548.TWO 長科*；市場：上櫃；官方產業別：24
6550.TW,北極星藥業-KY,上市,22,6550.TW 北極星藥業-KY；市場：上市；官方產業別：22
6552.TW,易華電,上市,24,6552.TW 易華電；市場：上市；官方產業別：24
6556.TWO,勝品,上櫃,26,6556.TWO 勝品；市場：上櫃；官方產業別：26
6558.TW,興能高,上市,31,6558.TW 興能高；市場：上市；官方產業別：31
6560.TWO,欣普羅,上櫃,26,6560.TWO 欣普羅；市場：上櫃；官方產業別：26
6561.TWO,是方,上櫃,27,6561.TWO 是方；市場：上櫃；官方產業別：27
6568.TWO,宏觀,上櫃,24,6568.TWO 宏觀；市場：上櫃；官方產業別：24
6569.TWO,醫揚,上櫃,22,6569.TWO 醫揚；市場：上櫃；官方產業別：22
6570.TWO,維田,上櫃,25,6570.TWO 維田；市場：上櫃；官方產業別：25
6573.TW,虹揚-KY,上市,24,6573.TW 虹揚-KY；市場：上市；官方產業別：24
6574.TWO,霈方,上櫃,22,6574.TWO 霈方；市場：上櫃；官方產業別：22
6576.TWO,逸達,上櫃,22,6576.TWO 逸達；市場：上櫃；官方產業別：22
6577.TWO,勁豐,上櫃,25,6577.TWO 勁豐；市場：上櫃；官方產業別：25
6578.TWO,達邦蛋白,上櫃,33,6578.TWO 達邦蛋白；市場：上櫃；官方產業別：33
6579.TW,研揚,上市,25,6579.TW 研揚；市場：上市；官方產業別：25
6581.TW,鋼聯,上市,35,6581.TW 鋼聯；市場：上市；官方產業別：35
6582.TW,申豐,上市,11,6582.TW 申豐；市場：上市；官方產業別：11
6584.TWO,南俊國際,上櫃,28,6584.TWO 南俊國際；市場：上櫃；官方產業別：28
6585.TW,鼎基,上市,20,6585.TW 鼎基；市場：上市；官方產業別：20
6588.TWO,東典光電,上櫃,27,6588.TWO 東典光電；市場：上櫃；官方產業別：27
6589.TW,台康生技,上市,22,6589.TW 台康生技；市場：上市；官方產業別：22
6590.TWO,普鴻,上櫃,30,6590.TWO 普鴻；市場：上櫃；官方產業別：30
6591.TW,動力-KY,上市,25,6591.TW 動力-KY；市場：上市；官方產業別：25
6592.TW,和潤企業,上市,20,6592.TW 和潤企業；市場：上市；官方產業別：20
6593.TWO,台灣銘板,上櫃,30,6593.TWO 台灣銘板；市場：上櫃；官方產業別：30
6596.TWO,寬宏藝術,上櫃,32,6596.TWO 寬宏藝術；市場：上櫃；官方產業別：32
6597.TWO,立誠,上櫃,28,6597.TWO 立誠；市場：上櫃；官方產業別：28
6598.TW,ABC-KY,上市,22,6598.TW ABC-KY；市場：上市；官方產業別：22
6603.TWO,富強鑫,上櫃,5,6603.TWO 富強鑫；市場：上櫃；官方產業別：5
6605.TW,帝寶,上市,12,6605.TW 帝寶；市場：上市；官方產業別：12
6606.TW,建德工業,上市,5,6606.TW 建德工業；市場：上市；官方產業別：5
6609.TWO,瀧澤科,上櫃,5,6609.TWO 瀧澤科；市場：上櫃；官方產業別：5
6612.TWO,奈米醫材,上櫃,22,6612.TWO 奈米醫材；市場：上櫃；官方產業別：22
6613.TWO,朋億*,上櫃,31,6613.TWO 朋億*；市場：上櫃；官方產業別：31
6614.TW,資拓宏宇,上市,36,6614.TW 資拓宏宇；市場：上市；官方產業別：36
6615.TWO,慧智,上櫃,22,6615.TWO 慧智；市場：上櫃；官方產業別：22
6616.TWO,特昇-KY,上櫃,38,6616.TWO 特昇-KY；市場：上櫃；官方產業別：38
6617.TWO,共信-KY,上櫃,22,6617.TWO 共信-KY；市場：上櫃；官方產業別：22
6620.TWO,漢達,上櫃,22,6620.TWO 漢達；市場：上櫃；官方產業別：22
6624.TWO,萬年清,上櫃,35,6624.TWO 萬年清；市場：上櫃；官方產業別：35
6625.TW,必應,上市,20,6625.TW 必應；市場：上市；官方產業別：20
6629.TWO,泰金-KY,上櫃,38,6629.TWO 泰金-KY；市場：上櫃；官方產業別：38
6637.TWO,醫影,上櫃,22,6637.TWO 醫影；市場：上櫃；官方產業別：22
6640.TWO,均華,上櫃,24,6640.TWO 均華；市場：上櫃；官方產業別：24
6641.TW,基士德-KY,上市,35,6641.TW 基士德-KY；市場：上市；官方產業別：35
6642.TWO,富致,上櫃,28,6642.TWO 富致；市場：上櫃；官方產業別：28
6643.TWO,M31,上櫃,24,6643.TWO M31；市場：上櫃；官方產業別：24
6645.TW,金萬林-創,上市,22,6645.TW 金萬林-創；市場：上市；官方產業別：22
6649.TWO,台生材,上櫃,22,6649.TWO 台生材；市場：上櫃；官方產業別：22
6651.TWO,全宇昕,上櫃,24,6651.TWO 全宇昕；市場：上櫃；官方產業別：24
6654.TWO,天正國際,上櫃,31,6654.TWO 天正國際；市場：上櫃；官方產業別：31
6655.TW,科定,上市,20,6655.TW 科定；市場：上市；官方產業別：20
6657.TW,華安,上市,22,6657.TW 華安；市場：上市；官方產業別：22
6658.TW,聯策,上市,31,6658.TW 聯策；市場：上市；官方產業別：31
6661.TWO,威健生技,上櫃,22,6661.TWO 威健生技；市場：上櫃；官方產業別：22
6662.TWO,樂斯科,上櫃,22,6662.TWO 樂斯科；市場：上櫃；官方產業別：22
6664.TWO,群翊,上櫃,28,6664.TWO 群翊；市場：上櫃；官方產業別：28
6666.TW,羅麗芬-KY,上市,22,6666.TW 羅麗芬-KY；市場：上市；官方產業別：22
6667.TWO,信紘科,上櫃,31,6667.TWO 信紘科；市場：上櫃；官方產業別：31
6668.TW,中揚光,上市,26,6668.TW 中揚光；市場：上市；官方產業別：26
6669.TW,緯穎,上市,25,6669.TW 緯穎；市場：上市；官方產業別：25
6670.TW,復盛應用,上市,37,6670.TW 復盛應用；市場：上市；官方產業別：37
6671.TW,三能-KY,上市,38,6671.TW 三能-KY；市場：上市；官方產業別：38
6672.TW,騰輝電子-KY,上市,28,6672.TW 騰輝電子-KY；市場：上市；官方產業別：28
6674.TW,鋐寶科技,上市,27,6674.TW 鋐寶科技；市場：上市；官方產業別：27
6679.TWO,鈺太,上櫃,24,6679.TWO 鈺太；市場：上櫃；官方產業別：24
6680.TWO,鑫創電子,上櫃,25,6680.TWO 鑫創電子；市場：上櫃；官方產業別：25
6683.TWO,雍智科技,上櫃,24,6683.TWO 雍智科技；市場：上櫃；官方產業別：24
6684.TWO,安格,上櫃,24,6684.TWO 安格；市場：上櫃；官方產業別：24
6689.TW,伊雲谷,上市,36,6689.TW 伊雲谷；市場：上市；官方產業別：36
6690.TWO,安碁資訊,上櫃,36,6690.TWO 安碁資訊；市場：上櫃；官方產業別：36
6691.TW,洋基工程,上市,31,6691.TW 洋基工程；市場：上市；官方產業別：31
6692.TWO,進能服,上櫃,35,6692.TWO 進能服；市場：上櫃；官方產業別：35
6693.TWO,廣閎科,上櫃,24,6693.TWO 廣閎科；市場：上櫃；官方產業別：24
6695.TW,芯鼎,上市,24,6695.TW 芯鼎；市場：上市；官方產業別：24
6697.TWO,東捷資訊,上櫃,30,6697.TWO 東捷資訊；市場：上櫃；官方產業別：30
6698.TW,旭暉應材,上市,31,6698.TW 旭暉應材；市場：上市；官方產業別：31
6703.TWO,軒郁,上櫃,22,6703.TWO 軒郁；市場：上櫃；官方產業別：22
6706.TW,惠特,上市,26,6706.TW 惠特；市場：上市；官方產業別：26
6708.TWO,天擎,上櫃,24,6708.TWO 天擎；市場：上櫃；官方產業別：24
6712.TWO,長聖,上櫃,22,6712.TWO 長聖；市場：上櫃；官方產業別：22
6715.TW,嘉基,上市,28,6715.TW 嘉基；市場：上市；官方產業別：28
6716.TWO,應廣,上櫃,24,6716.TWO 應廣；市場：上櫃；官方產業別：24
6719.TW,力智,上市,24,6719.TW 力智；市場：上市；官方產業別：24
6720.TWO,久昌,上櫃,24,6720.TWO 久昌；市場：上櫃；官方產業別：24
6721.TWO,信實,上櫃,20,6721.TWO 信實；市場：上櫃；官方產業別：20
6722.TW,輝創,上市,31,6722.TW 輝創；市場：上市；官方產業別：31
6725.TWO,矽科宏晟,上櫃,31,6725.TWO 矽科宏晟；市場：上櫃；官方產業別：31
6727.TWO,亞泰金屬,上櫃,28,6727.TWO 亞泰金屬；市場：上櫃；官方產業別：28
6728.TWO,上洋,上櫃,38,6728.TWO 上洋；市場：上櫃；官方產業別：38
6730.TWO,常廣,上櫃,22,6730.TWO 常廣；市場：上櫃；官方產業別：22
6732.TWO,昇佳電子,上櫃,24,6732.TWO 昇佳電子；市場：上櫃；官方產業別：24
6733.TWO,博晟生醫,上櫃,22,6733.TWO 博晟生醫；市場：上櫃；官方產業別：22
6735.TWO,美達科技,上櫃,31,6735.TWO 美達科技；市場：上櫃；官方產業別：31
6739.TWO,竹陞科技,上櫃,31,6739.TWO 竹陞科技；市場：上櫃；官方產業別：31
6741.TWO,91APP*-KY,上櫃,36,6741.TWO 91APP*-KY；市場：上櫃；官方產業別：36
6742.TW,澤米,上市,26,6742.TW 澤米；市場：上市；官方產業別：26
6743.TW,安普新,上市,31,6743.TW 安普新；市場：上市；官方產業別：31
6751.TWO,智聯服務,上櫃,30,6751.TWO 智聯服務；市場：上櫃；官方產業別：30
6752.TWO,叡揚,上櫃,30,6752.TWO 叡揚；市場：上櫃；官方產業別：30
6753.TW,龍德造船,上市,15,6753.TW 龍德造船；市場：上市；官方產業別：15
6754.TW,匯僑設計,上市,38,6754.TW 匯僑設計；市場：上市；官方產業別：38
6756.TW,威鋒電子,上市,24,6756.TW 威鋒電子；市場：上市；官方產業別：24
6757.TW,台灣虎航,上市,15,6757.TW 台灣虎航；市場：上市；官方產業別：15
6761.TWO,穩得,上櫃,28,6761.TWO 穩得；市場：上櫃；官方產業別：28
6762.TWO,達亞,上櫃,22,6762.TWO 達亞；市場：上櫃；官方產業別：22
6763.TWO,綠界科技*,上櫃,36,6763.TWO 綠界科技*；市場：上櫃；官方產業別：36
6767.TWO,台微醫,上櫃,22,6767.TWO 台微醫；市場：上櫃；官方產業別：22
6768.TW,志強-KY,上市,37,6768.TW 志強-KY；市場：上市；官方產業別：37
6770.TW,力積電,上市,24,6770.TW 力積電；市場：上市；官方產業別：24
6771.TW,平和環保-創,上市,35,6771.TW 平和環保-創；市場：上市；官方產業別：35
6776.TW,展碁國際,上市,29,6776.TW 展碁國際；市場：上市；官方產業別：29
6781.TW,AES-KY,上市,28,6781.TW AES-KY；市場：上市；官方產業別：28
6782.TW,視陽,上市,22,6782.TW 視陽；市場：上市；官方產業別：22
6785.TWO,昱展新藥,上櫃,22,6785.TWO 昱展新藥；市場：上櫃；官方產業別：22
6788.TWO,華景電,上櫃,24,6788.TWO 華景電；市場：上櫃；官方產業別：24
6789.TW,采鈺,上市,24,6789.TW 采鈺；市場：上市；官方產業別：24
6790.TW,永豐實,上市,9,6790.TW 永豐實；市場：上市；官方產業別：9
6791.TWO,虎門科技,上櫃,30,6791.TWO 虎門科技；市場：上櫃；官方產業別：30
6792.TW,詠業,上市,27,6792.TW 詠業；市場：上市；官方產業別：27
6794.TW,向榮生技,上市,22,6794.TW 向榮生技；市場：上市；官方產業別：22
6796.TW,晉弘,上市,22,6796.TW 晉弘；市場：上市；官方產業別：22
6799.TW,來頡,上市,24,6799.TW 來頡；市場：上市；官方產業別：24
6803.TWO,崑鼎,上櫃,35,6803.TWO 崑鼎；市場：上櫃；官方產業別：35
6804.TWO,明係,上櫃,37,6804.TWO 明係；市場：上櫃；官方產業別：37
6805.TW,富世達,上市,28,6805.TW 富世達；市場：上市；官方產業別：28
6806.TW,森崴能源,上市,35,6806.TW 森崴能源；市場：上市；官方產業別：35
6807.TW,峰源-KY,上市,38,6807.TW 峰源-KY；市場：上市；官方產業別：38
6811.TWO,宏碁資訊,上櫃,36,6811.TWO 宏碁資訊；市場：上櫃；官方產業別：36
6821.TWO,聯寶,上櫃,28,6821.TWO 聯寶；市場：上櫃；官方產業別：28
6823.TWO,濾能,上櫃,24,6823.TWO 濾能；市場：上櫃；官方產業別：24
6829.TWO,千附精密,上櫃,24,6829.TWO 千附精密；市場：上櫃；官方產業別：24
6830.TW,汎銓,上市,31,6830.TW 汎銓；市場：上市；官方產業別：31
6831.TW,邁科,上市,25,6831.TW 邁科；市場：上市；官方產業別：25
6834.TW,天二科技,上市,28,6834.TW 天二科技；市場：上市；官方產業別：28
6835.TW,圓裕,上市,28,6835.TW 圓裕；市場：上市；官方產業別：28
6838.TW,台新藥,上市,22,6838.TW 台新藥；市場：上市；官方產業別：22
6840.TWO,東研信超,上櫃,31,6840.TWO 東研信超；市場：上櫃；官方產業別：31
6841.TWO,長佳智能,上櫃,22,6841.TWO 長佳智能；市場：上櫃；官方產業別：22
6843.TWO,進典,上櫃,5,6843.TWO 進典；市場：上櫃；官方產業別：5
6844.TWO,諾貝兒,上櫃,22,6844.TWO 諾貝兒；市場：上櫃；官方產業別：22
6846.TWO,綠茵,上櫃,2,6846.TWO 綠茵；市場：上櫃；官方產業別：2
6854.TW,錼創科技-KY創,上市,24,6854.TW 錼創科技-KY創；市場：上市；官方產業別：24
6855.TWO,數泓科,上櫃,31,6855.TWO 數泓科；市場：上櫃；官方產業別：31
6856.TWO,鑫傳,上櫃,32,6856.TWO 鑫傳；市場：上櫃；官方產業別：32
6859.TWO,伯特光,上櫃,26,6859.TWO 伯特光；市場：上櫃；官方產業別：26
6861.TW,睿生光電,上市,22,6861.TW 睿生光電；市場：上市；官方產業別：22
6862.TW,三集瑞-KY,上市,28,6862.TW 三集瑞-KY；市場：上市；官方產業別：28
6863.TW,永道-KY,上市,27,6863.TW 永道-KY；市場：上市；官方產業別：27
6865.TWO,偉康科技,上櫃,36,6865.TWO 偉康科技；市場：上櫃；官方產業別：36
6869.TW,雲豹能源,上市,35,6869.TW 雲豹能源；市場：上市；官方產業別：35
6870.TWO,騰雲,上櫃,36,6870.TWO 騰雲；市場：上櫃；官方產業別：36
6872.TWO,浩宇生醫,上櫃,22,6872.TWO 浩宇生醫；市場：上櫃；官方產業別：22
6873.TW,泓德能源,上市,35,6873.TW 泓德能源；市場：上市；官方產業別：35
6874.TWO,倍力,上櫃,30,6874.TWO 倍力；市場：上櫃；官方產業別：30
6875.TWO,國邑*,上櫃,22,6875.TWO 國邑*；市場：上櫃；官方產業別：22
6877.TWO,鏵友益,上櫃,31,6877.TWO 鏵友益；市場：上櫃；官方產業別：31
6881.TWO,潤德,上櫃,20,6881.TWO 潤德；市場：上櫃；官方產業別：20
6884.TWO,海柏特,上櫃,30,6884.TWO 海柏特；市場：上櫃；官方產業別：30
6885.TW,全福生技,上市,22,6885.TW 全福生技；市場：上市；官方產業別：22
6887.TW,寶綠特-KY,上市,35,6887.TW 寶綠特-KY；市場：上市；官方產業別：35
6890.TW,來億-KY,上市,37,6890.TW 來億-KY；市場：上市；官方產業別：37
6894.TWO,衛司特,上櫃,35,6894.TWO 衛司特；市場：上櫃；官方產業別：35
6895.TWO,宏碩系統,上櫃,24,6895.TWO 宏碩系統；市場：上櫃；官方產業別：24
6899.TWO,創為精密,上櫃,26,6899.TWO 創為精密；市場：上櫃；官方產業別：26
6901.TW,鑽石投資,上市,20,6901.TW 鑽石投資；市場：上市；官方產業別：20
6902.TW,GOGOLOOK,上市,36,6902.TW GOGOLOOK；市場：上市；官方產業別：36
6903.TWO,巨漢,上櫃,31,6903.TWO 巨漢；市場：上櫃；官方產業別：31
6904.TWO,伯鑫,上櫃,20,6904.TWO 伯鑫；市場：上櫃；官方產業別：20
6906.TW,現觀科,上市,36,6906.TW 現觀科；市場：上市；官方產業別：36
6907.TWO,雅特力-KY,上櫃,24,6907.TWO 雅特力-KY；市場：上櫃；官方產業別：24
6908.TW,宏碁遊戲-創,上市,29,6908.TW 宏碁遊戲-創；市場：上市；官方產業別：29
6909.TW,創控,上市,24,6909.TW 創控；市場：上市；官方產業別：24
6910.TWO,德鴻,上櫃,36,6910.TWO 德鴻；市場：上櫃；官方產業別：36
6913.TWO,鴻呈,上櫃,28,6913.TWO 鴻呈；市場：上櫃；官方產業別：28
6914.TW,阜爾運通,上市,20,6914.TW 阜爾運通；市場：上市；官方產業別：20
6916.TW,華凌,上市,26,6916.TW 華凌；市場：上市；官方產業別：26
6918.TW,愛派司,上市,22,6918.TW 愛派司；市場：上市；官方產業別：22
6919.TW,康霈*,上市,22,6919.TW 康霈*；市場：上市；官方產業別：22
6921.TW,嘉雨思-創,上市,24,6921.TW 嘉雨思-創；市場：上市；官方產業別：24
6922.TWO,宸曜,上櫃,25,6922.TWO 宸曜；市場：上櫃；官方產業別：25
6923.TW,中台,上市,35,6923.TW 中台；市場：上市；官方產業別：35
6924.TW,榮惠-KY創,上市,28,6924.TW 榮惠-KY創；市場：上市；官方產業別：28
6925.TWO,意藍,上櫃,36,6925.TWO 意藍；市場：上櫃；官方產業別：36
6928.TW,攸泰科技,上市,25,6928.TW 攸泰科技；市場：上市；官方產業別：25
6929.TWO,佑全,上櫃,22,6929.TWO 佑全；市場：上櫃；官方產業別：22
6931.TW,青松健康,上市,22,6931.TW 青松健康；市場：上市；官方產業別：22
6933.TW,AMAX-KY,上市,25,6933.TW AMAX-KY；市場：上市；官方產業別：25
6934.TW,心誠鎂,上市,22,6934.TW 心誠鎂；市場：上市；官方產業別：22
6936.TW,永鴻生技,上市,22,6936.TW 永鴻生技；市場：上市；官方產業別：22
6937.TW,天虹,上市,24,6937.TW 天虹；市場：上市；官方產業別：24
6944.TW,兆聯實業,上市,35,6944.TW 兆聯實業；市場：上市；官方產業別：35
6949.TW,沛爾生醫-創,上市,22,6949.TW 沛爾生醫-創；市場：上市；官方產業別：22
6951.TW,青新-創,上市,35,6951.TW 青新-創；市場：上市；官方產業別：35
6952.TW,大武山,上市,20,6952.TW 大武山；市場：上市；官方產業別：20
6953.TWO,家碩,上櫃,24,6953.TWO 家碩；市場：上櫃；官方產業別：24
6955.TW,邦睿生技-創,上市,22,6955.TW 邦睿生技-創；市場：上市；官方產業別：22
6957.TW,裕慶-KY,上市,20,6957.TW 裕慶-KY；市場：上市；官方產業別：20
6958.TW,日盛台駿,上市,20,6958.TW 日盛台駿；市場：上市；官方產業別：20
6961.TWO,旅天下,上櫃,16,6961.TWO 旅天下；市場：上櫃；官方產業別：16
6962.TW,奕力-KY,上市,24,6962.TW 奕力-KY；市場：上市；官方產業別：24
6965.TW,中傑-KY,上市,37,6965.TW 中傑-KY；市場：上市；官方產業別：37
6967.TWO,汎瑋材料,上櫃,28,6967.TWO 汎瑋材料；市場：上櫃；官方產業別：28
6968.TWO,萬達寵物,上櫃,38,6968.TWO 萬達寵物；市場：上櫃；官方產業別：38
6969.TW,成信實業*-創,上市,35,6969.TW 成信實業*-創；市場：上市；官方產業別：35
6971.TWO,惠民實業,上櫃,35,6971.TWO 惠民實業；市場：上櫃；官方產業別：35
6982.TWO,大井泵浦,上櫃,5,6982.TWO 大井泵浦；市場：上櫃；官方產業別：5
6988.TW,威力暘-創,上市,12,6988.TW 威力暘-創；市場：上市；官方產業別：12
6994.TW,富威電力,上市,35,6994.TW 富威電力；市場：上市；官方產業別：35
6996.TWO,力領科技,上櫃,24,6996.TWO 力領科技；市場：上櫃；官方產業別：24
6997.TWO,博弘,上櫃,36,6997.TWO 博弘；市場：上櫃；官方產業別：36
7402.TWO,邑錡,上櫃,26,7402.TWO 邑錡；市場：上櫃；官方產業別：26
7547.TWO,碩網,上櫃,36,7547.TWO 碩網；市場：上櫃；官方產業別：36
7556.TWO,意德士科技,上櫃,24,7556.TWO 意德士科技；市場：上櫃；官方產業別：24
7584.TWO,樂意,上櫃,32,7584.TWO 樂意；市場：上櫃；官方產業別：32
7610.TW,聯友金屬-創,上市,35,7610.TW 聯友金屬-創；市場：上市；官方產業別：35
7631.TW,聚賢研發-創,上市,31,7631.TW 聚賢研發-創；市場：上市；官方產業別：31
7642.TWO,昶瑞機電,上櫃,5,7642.TWO 昶瑞機電；市場：上櫃；官方產業別：5
7703.TWO,銳澤,上櫃,31,7703.TWO 銳澤；市場：上櫃；官方產業別：31
7704.TWO,明遠精密,上櫃,24,7704.TWO 明遠精密；市場：上櫃；官方產業別：24
7705.TW,三商餐飲,上市,16,7705.TW 三商餐飲；市場：上市；官方產業別：16
7708.TWO,全家餐飲,上櫃,16,7708.TWO 全家餐飲；市場：上櫃；官方產業別：16
7709.TWO,榮田,上櫃,5,7709.TWO 榮田；市場：上櫃；官方產業別：5
7711.TW,永擎,上市,25,7711.TW 永擎；市場：上市；官方產業別：25
7712.TWO,博盛半導體,上櫃,24,7712.TWO 博盛半導體；市場：上櫃；官方產業別：24
7713.TWO,威力德生醫,上櫃,22,7713.TWO 威力德生醫；市場：上櫃；官方產業別：22
7714.TWO,創泓科技,上櫃,36,7714.TWO 創泓科技；市場：上櫃；官方產業別：36
7715.TWO,裕山,上櫃,35,7715.TWO 裕山；市場：上櫃；官方產業別：35
7716.TWO,昱臺國際,上櫃,15,7716.TWO 昱臺國際；市場：上櫃；官方產業別：15
7717.TWO,萊德光電-KY,上櫃,27,7717.TWO 萊德光電-KY；市場：上櫃；官方產業別：27
7718.TWO,友鋮,上櫃,10,7718.TWO 友鋮；市場：上櫃；官方產業別：10
7721.TW,微程式,上市,36,7721.TW 微程式；市場：上市；官方產業別：36
7722.TW,LINEPAY,上市,36,7722.TW LINEPAY；市場：上市；官方產業別：36
7723.TWO,築間,上櫃,16,7723.TWO 築間；市場：上櫃；官方產業別：16
7728.TWO,光焱科技,上櫃,31,7728.TWO 光焱科技；市場：上櫃；官方產業別：31
7730.TW,暉盛-創,上市,24,7730.TW 暉盛-創；市場：上市；官方產業別：24
7732.TW,金興精密,上市,12,7732.TW 金興精密；市場：上市；官方產業別：12
7734.TWO,印能科技,上櫃,24,7734.TWO 印能科技；市場：上櫃；官方產業別：24
7736.TW,虎山,上市,12,7736.TW 虎山；市場：上市；官方產業別：12
7738.TWO,東聯互動,上櫃,36,7738.TWO 東聯互動；市場：上櫃；官方產業別：36
7740.TW,熙特爾-創,上市,35,7740.TW 熙特爾-創；市場：上市；官方產業別：35
7743.TWO,金利食安,上櫃,2,7743.TWO 金利食安；市場：上櫃；官方產業別：2
7744.TWO,崴寶,上櫃,28,7744.TWO 崴寶；市場：上櫃；官方產業別：28
7747.TWO,昕奇雲端,上櫃,36,7747.TWO 昕奇雲端；市場：上櫃；官方產業別：36
7749.TW,意騰-KY,上市,24,7749.TW 意騰-KY；市場：上市；官方產業別：24
7750.TW,新代,上市,5,7750.TW 新代；市場：上市；官方產業別：5
7751.TWO,竑騰,上櫃,24,7751.TWO 竑騰；市場：上櫃；官方產業別：24
7753.TWO,星亞,上櫃,26,7753.TWO 星亞；市場：上櫃；官方產業別：26
7757.TWO,金色三麥,上櫃,16,7757.TWO 金色三麥；市場：上櫃；官方產業別：16
7760.TW,享溫馨,上市,16,7760.TW 享溫馨；市場：上市；官方產業別：16
7765.TW,中華資安,上市,36,7765.TW 中華資安；市場：上市；官方產業別：36
7767.TWO,仁大資訊,上櫃,30,7767.TWO 仁大資訊；市場：上櫃；官方產業別：30
7769.TW,鴻勁,上市,24,7769.TW 鴻勁；市場：上市；官方產業別：24
7770.TWO,君曜,上櫃,24,7770.TWO 君曜；市場：上櫃；官方產業別：24
7777.TWO,能率亞洲,上櫃,20,7777.TWO 能率亞洲；市場：上櫃；官方產業別：20
7780.TW,大研生醫*,上市,2,7780.TW 大研生醫*；市場：上市；官方產業別：2
7782.TWO,光速火箭,上櫃,38,7782.TWO 光速火箭；市場：上櫃；官方產業別：38
7786.TW,東方風能,上市,35,7786.TW 東方風能；市場：上市；官方產業別：35
7788.TW,松川精密,上市,28,7788.TW 松川精密；市場：上市；官方產業別：28
7791.TW,皇家可口,上市,2,7791.TW 皇家可口；市場：上市；官方產業別：2
7792.TWO,安葆,上櫃,31,7792.TWO 安葆；市場：上櫃；官方產業別：31
7794.TWO,宏碁智新,上櫃,38,7794.TWO 宏碁智新；市場：上櫃；官方產業別：38
7795.TW,長廣,上市,28,7795.TW 長廣；市場：上市；官方產業別：28
7799.TW,禾榮科,上市,22,7799.TW 禾榮科；市場：上市；官方產業別：22
